!SIL	sil
<unk>	spn
porto	p o r t o
portret	p o r t r e t
portretu	p o r t r e t u
portretuje	p o r t r e t u j e
portrety	p o r t r e t i2
portretów	p o r t r e t u v
portu	p o r t u
portugalczyków	p o r t u g a l tS i2 k u v
portugalia	p o r t u g a l j a
portugalii	p o r t u g a l j i
portów	p o r t u v
porusza	p o r u S a
poruszają	p o r u S a j oc5
poruszającą	p o r u S a j oc5 c oc5
poruszane	p o r u S a n e
poruszania	p o r u S a n i a
poruszanie	p o r u S a n i e
poruszaniu	p o r u S a n i u
poruszać	p o r u S a tsj
poruszał	p o r u S a w
poruszeni	p o r u S e n i
poruszonych	p o r u S o n i2 h
poruszyć	p o r u S i2 tsj
porwania	p o r v a n i a
porwaniach	p o r v a n i a h
porwanie	p o r v a n i e
porwaniom	p o r v a n i o m
porwaniu	p o r v a n i u
porwano	p o r v a n o
porwany	p o r v a n i2
porwanych	p o r v a n i2 h
porwać	p o r v a tsj
porwała	p o r v a w a
porwały	p o r v a w i2
porwań	p o r v a n~
pory	p o r i2
porywa	p o r i2 v a
porywaczami	p o r i2 v a tS a m i
porywali	p o r i2 v a l j
porywisty	p o r i2 v i s t i2
porywy	p o r i2 v i2
porze	p o Z e
porzekadła	p o Z e k a d w a
porzuca	p o Z u c a
porzucone	p o Z u c o n e
porzycki	p o Z i2 c k i
porządek	p o Z oc5 d e k
porządkowym	p o Z oc5 t k o v i2 m
porządku	p o Z oc5 t k u
porządków	p o Z oc5 t k u v
porządnych	p o Z oc5 d n i2 h
porównajmy	p o r u v n a j m i2
porównamy	p o r u v n a m i2
porównane	p o r u v n a n e
porównania	p o r u v n a n i a
porównanie	p o r u v n a n i e
porównaniu	p o r u v n a n i u
porównać	p o r u v n a tsj
porównuje	p o r u v n u j e
porównujemy	p o r u v n u j e m i2
porównując	p o r u v n u j oc5 c
porą	p o r oc5
porę	p o r e
porębskiego	p o r eo5 b s k i e g o
poręczne	p o r eo5 tS n e
poręczy	p o r eo5 tS i2
posad	p o s a d
posadka	p o s a t k a
posady	p o s a d i2
posadzonych	p o s a dz o n i2 h
posadę	p o s a d e
posegregowane	p o s e g r e g o v a n e
poselska	p o s e l s k a
poselski	p o s e l s k i
poselskich	p o s e l s k i h
poselskie	p o s e l s k i e
poselskiej	p o s e l s k i e j
poselską	p o s e l s k oc5
poselstwa	p o s e l s t f a
posesji	p o s e s j i
posesjonatów	p o s e s j o n a t u v
posesję	p o s e s j e
poseł	p o s e w
posiada	p o tsj a d a
posiadacz	p o tsj a d a tS
posiadacze	p o tsj a d a tS e
posiadaczy	p o tsj a d a tS i2
posiadają	p o tsj a d a j oc5
posiadającej	p o tsj a d a j oc5 c e j
posiadający	p o tsj a d a j oc5 c i2
posiadających	p o tsj a d a j oc5 c i2 h
posiadali	p o tsj a d a l j
posiadamy	p o tsj a d a m i2
posiadana	p o tsj a d a n a
posiadane	p o tsj a d a n e
posiadania	p o tsj a d a n i a
posiadanie	p o tsj a d a n i e
posiadać	p o tsj a d a tsj
posiadał	p o tsj a d a w
posiadała	p o tsj a d a w a
posiedli	p o sj e d l j
posiedzenia	p o sj e dz e n i a
posiedzeniach	p o sj e dz e n i a h
posiedzenie	p o sj e dz e n i e
posiedzeniu	p o sj e dz e n i u
posiedzeń	p o sj e dz e n~
posiłek	p o sj i w e k
posiłki	p o sj i w k i
posiłkują	p o sj i w k u j oc5
posiłków	p o sj i w k u v
posklejany	p o s k l e j a n i2
poskręcanego	p o s k r eo5 c a n e g o
posmak	p o s m a k
posolidarnościowym	p o s o l j d a r n o sj tsj o v i2 m
pospiesznie	p o s p i e S n i e
pospieszyć	p o s p i e S i2 tsj
pospieszyły	p o s p i e S i2 w i2
pospolitej	p o s p o l j t e j
post	p o s t
postaci	p o s t a tsj i
postaciami	p o s t a tsj a m i
postacie	p o s t a tsj e
postacią	p o s t a tsj oc5
postanowi	p o s t a n o v i
postanowienia	p o s t a n o v i e n i a
postanowienie	p o s t a n o v i e n i e
postanowieniu	p o s t a n o v i e n i u
postanowień	p o s t a n o v i e n~
postanowili	p o s t a n o v i l j
postanowiliśmy	p o s t a n o v i l j sj m i2
postanowiono	p o s t a n o v i o n o
postanowił	p o s t a n o v i w
postanowiła	p o s t a n o v i w a
postanowiło	p o s t a n o v i w o
postanowiły	p o s t a n o v i w i2
postaraliby	p o s t a r a l j b i2
postaw	p o s t a v
postawa	p o s t a v a
postawi	p o s t a v i
postawie	p o s t a v i e
postawienie	p o s t a v i e n i e
postawione	p o s t a v i o n e
postawionych	p o s t a v i o n i2 h
postawić	p o s t a v i tsj
postawił	p o s t a v i w
postawiły	p o s t a v i w i2
postawy	p o s t a v i2
postawą	p o s t a v oc5
postawę	p o s t a v e
postać	p o s t a tsj
posterunek	p o s t e r u n e k
posterunki	p o s t e r u n k i
posterunkowy	p o s t e r u n k o v i2
posterunku	p o s t e r u n k u
posterunków	p o s t e r u n k u v
postkomunistycznych	p o s t k o m u n i s t i2 tS n i2 h
postoju	p o s t o j u
postojów	p o s t o j u v
postradziecka	p o s t r a dzj e c k a
postronnych	p o s t r o n n i2 h
postrzegali	p o s t S e g a l j
postrzegana	p o s t S e g a n a
postrzegane	p o s t S e g a n e
postrzeganie	p o s t S e g a n i e
postrzegać	p o s t S e g a tsj
postrzelić	p o s t S e l j tsj
postrzelił	p o s t S e l j w
postrzępione	p o s t S eo5 p i o n e
postsowieckim	p o s t s o v i e c k i m
postulacie	p o s t u l a tsj e
postulat	p o s t u l a t
postulatach	p o s t u l a t a h
postulatem	p o s t u l a t e m
postulatu	p o s t u l a t u
postulaty	p o s t u l a t i2
postulatów	p o s t u l a t u v
postulował	p o s t u l o v a w
postulują	p o s t u l u j oc5
postup	p o s t u p
postwergiliuszowski	p o s t f e r g i l j u S o v s k i
postąpiliby	p o s t oc5 p i l j b i2
postąpić	p o s t oc5 p i tsj
postęp	p o s t eo5 p
postępach	p o s t eo5 p a h
postępem	p o s t eo5 p e m
postępowania	p o s t eo5 p o v a n i a
postępowanie	p o s t eo5 p o v a n i e
postępowaniem	p o s t eo5 p o v a n i e m
postępowaniu	p o s t eo5 p o v a n i u
postępować	p o s t eo5 p o v a tsj
postępu	p o s t eo5 p u
postępuje	p o s t eo5 p u j e
postępują	p o s t eo5 p u j oc5
postępująca	p o s t eo5 p u j oc5 c a
postępującej	p o s t eo5 p u j oc5 c e j
postępujący	p o s t eo5 p u j oc5 c i2
postępującym	p o s t eo5 p u j oc5 c i2 m
postępy	p o s t eo5 p i2
posunięta	p o s u n i eo5 t a
posuniętą	p o s u n i eo5 t oc5
posunięć	p o s u n i eo5 tsj
posunąć	p o s u n oc5 tsj
poszanowania	p o S a n o v a n i a
poszarpane	p o S a r p a n e
poszatkowanymi	p o S a t k o v a n i2 m i
poszczególne	p o S tS e g u l n e
poszczególnych	p o S tS e g u l n i2 h
poszczycić	p o S tS i2 tsj i tsj
poszedł	p o S e d w
poszedłem	p o S e d w e m
poszerza	p o S e Z a
poszerzanie	p o S e Z a n i e
poszerzenia	p o S e Z e n i a
poszerzenie	p o S e Z e n i e
poszerzony	p o S e Z o n i2
poszerzył	p o S e Z i2 w
poszkodowana	p o S k o d o v a n a
poszkodowani	p o S k o d o v a n i
poszkodowanych	p o S k o d o v a n i2 h
poszli	p o S l j
poszukały	p o S u k a w i2
poszukiwaczy	p o S u k i v a tS i2
poszukiwanego	p o S u k i v a n e g o
poszukiwani	p o S u k i v a n i
poszukiwania	p o S u k i v a n i a
poszukiwaniach	p o S u k i v a n i a h
poszukiwanie	p o S u k i v a n i e
poszukiwaniu	p o S u k i v a n i u
poszukiwany	p o S u k i v a n i2
poszukiwanych	p o S u k i v a n i2 h
poszukiwawczych	p o S u k i v a v tS i2 h
poszukiwać	p o S u k i v a tsj
poszukiwań	p o S u k i v a n~
poszukujemy	p o S u k u j e m i2
poszukujących	p o S u k u j oc5 c i2 h
poszukuję	p o S u k u j e
poszybował	p o S i2 b o v a w
poszła	p o S w a
poszło	p o S w o
poszły	p o S w i2
posądzany	p o s oc5 dz a n i2
posła	p o s w a
posłami	p o s w a m i
posłanie	p o s w a n i e
posłanka	p o s w a n k a
posłanki	p o s w a n k i
posłać	p o s w a tsj
posłał	p o s w a w
posłańca	p o s w a n~ c a
posłańcem	p o s w a n~ c e m
posłańcowi	p o s w a n~ c o v i
posłem	p o s w e m
posłom	p o s w o m
posłowie	p o s w o v i e
posłowiu	p o s w o v i u
posłuch	p o s w u h
posłuchajmy	p o s w u h a j m i2
posłuchać	p o s w u h a tsj
posługi	p o s w u g i
posługiwali	p o s w u g i v a l j
posługiwaniem	p o s w u g i v a n i e m
posługiwać	p o s w u g i v a tsj
posługiwał	p o s w u g i v a w
posługując	p o s w u g u j oc5 c
posługę	p o s w u g e
posłuszeństwa	p o s w u S e n~ s t f a
posłużyć	p o s w u Z i2 tsj
posłużyło	p o s w u Z i2 w o
posłów	p o s w u v
potajemnie	p o t a j e m n i e
potargało	p o t a r g a w o
potargować	p o t a r g o v a tsj
potańczyć	p o t a n~ tS i2 tsj
potem	p o t e m
potempa	p o t e m p a
potencjale	p o t e n c j a l e
potencjalnemu	p o t e n c j a l n e m u
potencjalni	p o t e n c j a l n i
potencjalnie	p o t e n c j a l n i e
potencjalnych	p o t e n c j a l n i2 h
potencjalnym	p o t e n c j a l n i2 m
potencjalnymi	p o t e n c j a l n i2 m i
potencjał	p o t e n c j a w
potencjału	p o t e n c j a w u
potentat	p o t e n t a t
potknął	p o t k n oc5 w
potocka	p o t o c k a
potocznie	p o t o tS n i e
potocznym	p o t o tS n i2 m
potoczy	p o t o tS i2
potoczą	p o t o tS oc5
potok	p o t o k
potoki	p o t o k i
potoku	p o t o k u
potrafi	p o t r a f i
potrafili	p o t r a f i l j
potrafią	p o t r a f i oc5
potrafiących	p o t r a f i oc5 c i2 h
potrafił	p o t r a f i w
potrafiły	p o t r a f i w i2
potraktowano	p o t r a k t o v a n o
potraktował	p o t r a k t o v a w
potraktowało	p o t r a k t o v a w o
potraw	p o t r a v
potrawa	p o t r a v a
potrawy	p o t r a v i2
potrenować	p o t r e n o v a tsj
potrwa	p o t r v a
potrwać	p o t r v a tsj
potrzeb	p o t S e b
potrzeba	p o t S e b a
potrzebie	p o t S e b i e
potrzebna	p o t S e b n a
potrzebne	p o t S e b n e
potrzebnego	p o t S e b n e g o
potrzebni	p o t S e b n i
potrzebny	p o t S e b n i2
potrzebnych	p o t S e b n i2 h
potrzebowaliśmy	p o t S e b o v a l j sj m i2
potrzebował	p o t S e b o v a w
potrzebowała	p o t S e b o v a w a
potrzebuje	p o t S e b u j e
potrzebujemy	p o t S e b u j e m i2
potrzebujesz	p o t S e b u j e S
potrzebują	p o t S e b u j oc5
potrzebującej	p o t S e b u j oc5 c e j
potrzebujących	p o t S e b u j oc5 c i2 h
potrzebującym	p o t S e b u j oc5 c i2 m
potrzeby	p o t S e b i2
potrzebą	p o t S e b oc5
potrzebę	p o t S e b e
potrącając	p o t r oc5 c a j oc5 c
pottera	p o t t e r a
potwierdza	p o t f i e r dz a
potwierdzają	p o t f i e r dz a j oc5
potwierdzający	p o t f i e r dz a j oc5 c i2
potwierdzających	p o t f i e r dz a j oc5 c i2 h
potwierdzali	p o t f i e r dz a l j
potwierdzane	p o t f i e r dz a n e
potwierdzania	p o t f i e r dz a n i a
potwierdzać	p o t f i e r dz a tsj
potwierdzenie	p o t f i e r dz e n i e
potwierdzeniem	p o t f i e r dz e n i e m
potwierdzeń	p o t f i e r dz e n~
potwierdzili	p o t f i e r dzj i l j
potwierdzić	p o t f i e r dzj i tsj
potwierdził	p o t f i e r dzj i w
potwierdziła	p o t f i e r dzj i w a
potwierdziły	p o t f i e r dzj i w i2
potwierdzone	p o t f i e r dz o n e
potwierdzonej	p o t f i e r dz o n e j
potwierdzony	p o t f i e r dz o n i2
potwierdzonych	p o t f i e r dz o n i2 h
potworem	p o t f o r e m
potwornych	p o t f o r n i2 h
potwór	p o t f u r
potędze	p o t eo5 dz e
potęgi	p o t eo5 g i
potęgę	p o t eo5 g e
potępiają	p o t eo5 p i a j oc5
potępiającej	p o t eo5 p i a j oc5 c e j
potępiamy	p o t eo5 p i a m i2
potępieni	p o t eo5 p i e n i
potępieniem	p o t eo5 p i e n i e m
potępili	p o t eo5 p i l j
potępił	p o t eo5 p i w
potępiło	p o t eo5 p i w o
potężna	p o t eo5 Z n a
potężne	p o t eo5 Z n e
potężnemu	p o t eo5 Z n e m u
potężni	p o t eo5 Z n i
potężnie	p o t eo5 Z n i e
potężny	p o t eo5 Z n i2
potężnych	p o t eo5 Z n i2 h
potężnym	p o t eo5 Z n i2 m
potężną	p o t eo5 Z n oc5
potłuczeń	p o t w u tS e n~
pouczająca	p o u tS a j oc5 c a
pouczał	p o u tS a w
poufne	p o u f n e
poufności	p o u f n o sj tsj i
poufnych	p o u f n i2 h
poukładanej	p o u k w a d a n e j
poula	p o u l a
pounickich	p o u n i c k i h
pounickiej	p o u n i c k i e j
powaga	p o v a g a
powagę	p o v a g e
powalić	p o v a l j tsj
powalonych	p o v a l o n i2 h
poważaniem	p o v a Z a n i e m
poważna	p o v a Z n a
poważne	p o v a Z n e
poważnie	p o v a Z n i e
poważniejsze	p o v a Z n i e j S e
poważniejszych	p o v a Z n i e j S i2 h
poważniejszym	p o v a Z n i e j S i2 m
poważny	p o v a Z n i2
poważnych	p o v a Z n i2 h
poważnym	p o v a Z n i2 m
poważną	p o v a Z n oc5
powell	p o v e l l
powellem	p o v e l l e m
powers	p o v e r s
powiada	p o v i a d a
powiadają	p o v i a d a j oc5
powiadamia	p o v i a d a m i a
powiadamiając	p o v i a d a m i a j oc5 c
powiadamiające	p o v i a d a m i a j oc5 c e
powiadamiani	p o v i a d a m i a n i
powiadamiania	p o v i a d a m i a n i a
powiadamiać	p o v i a d a m i a tsj
powiadamiał	p o v i a d a m i a w
powiadomi	p o v i a d o m i
powiadomić	p o v i a d o m i tsj
powiadomiło	p o v i a d o m i w o
powiadomiły	p o v i a d o m i w i2
powiat	p o v i a t
powiatach	p o v i a t a h
powiatowa	p o v i a t o v a
powiatowe	p o v i a t o v e
powiatowego	p o v i a t o v e g o
powiatowy	p o v i a t o v i2
powiatowych	p o v i a t o v i2 h
powiatowymi	p o v i a t o v i2 m i
powiatu	p o v i a t u
powiatów	p o v i a t u v
powie	p o v i e
powiecie	p o v i e tsj e
powiedzenia	p o v i e dz e n i a
powiedzenie	p o v i e dz e n i e
powiedziano	p o v i e dzj a n o
powiedział	p o v i e dzj a w
powiedziała	p o v i e dzj a w a
powiedziałaby	p o v i e dzj a w a b i2
powiedziałbym	p o v i e dzj a w b i2 m
powiedziałem	p o v i e dzj a w e m
powiedziało	p o v i e dzj a w o
powiedzie	p o v i e dzj e
powiedziedzieć	p o v i e dzj e dzj e tsj
powiedzieli	p o v i e dzj e l j
powiedzieć	p o v i e dzj e tsj
powiedzmy	p o v i e dz m i2
powiedzonek	p o v i e dz o n e k
powiedzą	p o v i e dz oc5
powiek	p o v i e k
powielenie	p o v i e l e n i e
powielić	p o v i e l j tsj
powiem	p o v i e m
powiemy	p o v i e m i2
powierzać	p o v i e Z a tsj
powierzchni	p o v i e Z h n i
powierzchnia	p o v i e Z h n i a
powierzchnie	p o v i e Z h n i e
powierzchniowo	p o v i e Z h n i o v o
powierzchnią	p o v i e Z h n i oc5
powierzchnię	p o v i e Z h n i e
powierzono	p o v i e Z o n o
powierzyły	p o v i e Z i2 w i2
powieszono	p o v i e S o n o
powietrza	p o v i e t S a
powietrze	p o v i e t S e
powietrzem	p o v i e t S e m
powietrznego	p o v i e t S n e g o
powietrzu	p o v i e t S u
powiewał	p o v i e v a w
powiewało	p o v i e v a w o
powieści	p o v i e sj tsj i
powinien	p o v i n i e n
powinienem	p o v i n i e n e m
powinna	p o v i n n a
powinni	p o v i n n i
powinniśmy	p o v i n n i sj m i2
powinno	p o v i n n o
powinny	p o v i n n i2
powiodą	p o v i o d oc5
powiodła	p o v i o d w a
powitają	p o v i t a j oc5
powitalnym	p o v i t a l n i2 m
powitanie	p o v i t a n i e
powitać	p o v i t a tsj
powiązane	p o v i oc5 z a n e
powiązania	p o v i oc5 z a n i a
powiązaniach	p o v i oc5 z a n i a h
powiązany	p o v i oc5 z a n i2
powiązanym	p o v i oc5 z a n i2 m
powiększa	p o v i eo5 k S a
powiększające	p o v i eo5 k S a j oc5 c e
powiększać	p o v i eo5 k S a tsj
powiększona	p o v i eo5 k S o n a
powiększone	p o v i eo5 k S o n e
powodach	p o v o d a h
powodem	p o v o d e m
powodowanych	p o v o d o v a n i2 h
powodować	p o v o d o v a tsj
powodowała	p o v o d o v a w a
powodu	p o v o d u
powoduje	p o v o d u j e
powodują	p o v o d u j oc5
powodując	p o v o d u j oc5 c
powodującej	p o v o d u j oc5 c e j
powody	p o v o d i2
powodzenie	p o v o dz e n i e
powodzeniem	p o v o dz e n i e m
powodzi	p o v o dzj i
powodzian	p o v o dzj a n
powodzie	p o v o dzj e
powodziowa	p o v o dzj o v a
powodziowe	p o v o dzj o v e
powodziowego	p o v o dzj o v e g o
powodziowej	p o v o dzj o v e j
powodziową	p o v o dzj o v oc5
powodzią	p o v o dzj oc5
powodów	p o v o d u v
powojenna	p o v o j e n n a
powojennego	p o v o j e n n e g o
powojennej	p o v o j e n n e j
powojennych	p o v o j e n n i2 h
powoli	p o v o l j
powolny	p o v o l n i2
powoła	p o v o w a
powołana	p o v o w a n a
powołanego	p o v o w a n e g o
powołani	p o v o w a n i
powołania	p o v o w a n i a
powołanie	p o v o w a n i e
powołaniem	p o v o w a n i e m
powołaniu	p o v o w a n i u
powołano	p o v o w a n o
powołany	p o v o w a n i2
powołać	p o v o w a tsj
powołał	p o v o w a w
powołałem	p o v o w a w e m
powołały	p o v o w a w i2
powołuje	p o v o w u j e
powołują	p o v o w u j oc5
powołując	p o v o w u j oc5 c
powołujących	p o v o w u j oc5 c i2 h
powoływani	p o v o w i2 v a n i
powoływania	p o v o w i2 v a n i a
powoływanie	p o v o w i2 v a n i e
powoływać	p o v o w i2 v a tsj
powraca	p o v r a c a
powracają	p o v r a c a j oc5
powracające	p o v r a c a j oc5 c e
powracającymi	p o v r a c a j oc5 c i2 m i
powracam	p o v r a c a m
powracania	p o v r a c a n i a
powracać	p o v r a c a tsj
powracał	p o v r a c a w
powrocie	p o v r o tsj e
powrotami	p o v r o t a m i
powrotem	p o v r o t e m
powrotu	p o v r o t u
powróci	p o v r u tsj i
powrócił	p o v r u tsj i w
powróciłem	p o v r u tsj i w e m
powrót	p o v r u t
powróćmy	p o v r u tsj m i2
powstaje	p o v s t a j e
powstają	p o v s t a j oc5
powstających	p o v s t a j oc5 c i2 h
powstania	p o v s t a n i a
powstanie	p o v s t a n i e
powstaniem	p o v s t a n i e m
powstaniu	p o v s t a n i u
powstaną	p o v s t a n oc5
powstawania	p o v s t a v a n i a
powstawały	p o v s t a v a w i2
powstać	p o v s t a tsj
powstał	p o v s t a w
powstała	p o v s t a w a
powstałe	p o v s t a w e
powstałego	p o v s t a w e g o
powstało	p o v s t a w o
powstałoby	p o v s t a w o b i2
powstały	p o v s t a w i2
powstałych	p o v s t a w i2 h
powstałą	p o v s t a w oc5
powstań	p o v s t a n~
powstańczej	p o v s t a n~ tS e j
powstańców	p o v s t a n~ c u v
powstrzymania	p o v s t S i2 m a n i a
powstrzymać	p o v s t S i2 m a tsj
powstrzymały	p o v s t S i2 m a w i2
powstrzymywać	p o v s t S i2 m i2 v a tsj
powszechna	p o v S e h n a
powszechne	p o v S e h n e
powszechnego	p o v S e h n e g o
powszechnej	p o v S e h n e j
powszechnie	p o v S e h n i e
powszechniejsze	p o v S e h n i e j S e
powszechny	p o v S e h n i2
powszechnym	p o v S e h n i2 m
powszechną	p o v S e h n oc5
powtarza	p o v t a Z a
powtarzają	p o v t a Z a j oc5
powtarzających	p o v t a Z a j oc5 c i2 h
powtarzali	p o v t a Z a l j
powtarzalne	p o v t a Z a l n e
powtarzam	p o v t a Z a m
powtarzano	p o v t a Z a n o
powtarzać	p o v t a Z a tsj
powtarzał	p o v t a Z a w
powtarzała	p o v t a Z a w a
powtórnego	p o v t u r n e g o
powtórnie	p o v t u r n i e
powtórzy	p o v t u Z i2
powtórzyć	p o v t u Z i2 tsj
powtórzyła	p o v t u Z i2 w a
powtórzę	p o v t u Z e
powyborczych	p o v i2 b o r tS i2 h
powyżej	p o v i2 Z e j
powyższe	p o v i2 Z S e
powód	p o v u d
powódka	p o v u t k a
powódki	p o v u t k i
powództwa	p o v u dz t f a
powódź	p o v u dzj i
powłoka	p o v w o k a
powłoki	p o v w o k i
poza	p o z a
pozabudżetowych	p o z a b u dZ e t o v i2 h
pozachińskie	p o z a h j n~ s k i e
pozaparlamentarny	p o z a p a r l a m e n t a r n i2
pozareligijne	p o z a r e l j g i j n e
pozareligijnej	p o z a r e l j g i j n e j
pozareligijnych	p o z a r e l j g i j n i2 h
pozarządowych	p o z a Z oc5 d o v i2 h
pozaspożywcze	p o z a s p o Z i2 v tS e
pozbawi	p o z b a v i
pozbawienia	p o z b a v i e n i a
pozbawienie	p o z b a v i e n i e
pozbawiona	p o z b a v i o n a
pozbawione	p o z b a v i o n e
pozbawiono	p o z b a v i o n o
pozbawionych	p o z b a v i o n i2 h
pozbawić	p o z b a v i tsj
pozbycie	p o z b i2 tsj e
pozbywają	p o z b i2 v a j oc5
pozbywanie	p o z b i2 v a n i e
pozbyć	p o z b i2 tsj
pozbył	p o z b i2 w
poziom	p o zj o m
poziome	p o zj o m e
poziomej	p o zj o m e j
poziomem	p o zj o m e m
poziomie	p o zj o m i e
poziomu	p o zj o m u
poziomym	p o zj o m i2 m
poziomów	p o zj o m u v
poznają	p o z n a j oc5
poznali	p o z n a l j
poznaliśmy	p o z n a l j sj m i2
poznanie	p o z n a n i e
poznaniu	p o z n a n i u
poznawcza	p o z n a v tS a
poznać	p o z n a tsj
poznał	p o z n a w
poznała	p o z n a w a
poznań	p o z n a n~
poznańscy	p o z n a n~ s c i2
poznańskiego	p o z n a n~ s k i e g o
poznańskiej	p o z n a n~ s k i e j
pozornie	p o z o r n i e
pozornym	p o z o r n i2 m
pozorom	p o z o r o m
pozorowane	p o z o r o v a n e
pozorowanych	p o z o r o v a n i2 h
pozoru	p o z o r u
pozostaje	p o z o s t a j e
pozostają	p o z o s t a j oc5
pozostali	p o z o s t a l j
pozostanie	p o z o s t a n i e
pozostaną	p o z o s t a n oc5
pozostawał	p o z o s t a v a w
pozostawała	p o z o s t a v a w a
pozostawały	p o z o s t a v a w i2
pozostawałyby	p o z o s t a v a w i2 b i2
pozostawia	p o z o s t a v i a
pozostawiając	p o z o s t a v i a j oc5 c
pozostawienie	p o z o s t a v i e n i e
pozostawieniu	p o z o s t a v i e n i u
pozostawione	p o z o s t a v i o n e
pozostawionych	p o z o s t a v i o n i2 h
pozostawić	p o z o s t a v i tsj
pozostawił	p o z o s t a v i w
pozostawiły	p o z o s t a v i w i2
pozostać	p o z o s t a tsj
pozostał	p o z o s t a w
pozostała	p o z o s t a w a
pozostałe	p o z o s t a w e
pozostałej	p o z o s t a w e j
pozostało	p o z o s t a w o
pozostały	p o z o s t a w i2
pozostałych	p o z o s t a w i2 h
pozostałym	p o z o s t a w i2 m
pozując	p o z u j oc5 c
pozujących	p o z u j oc5 c i2 h
pozwala	p o z v a l a
pozwalają	p o z v a l a j oc5
pozwalając	p o z v a l a j oc5 c
pozwalające	p o z v a l a j oc5 c e
pozwalający	p o z v a l a j oc5 c i2
pozwalającym	p o z v a l a j oc5 c i2 m
pozwalać	p o z v a l a tsj
pozwalał	p o z v a l a w
pozwalało	p o z v a l a w o
pozwanej	p o z v a n e j
pozwaną	p o z v a n oc5
pozwie	p o z v i e
pozwolenia	p o z v o l e n i a
pozwolenie	p o z v o l e n i e
pozwoli	p o z v o l j
pozwolić	p o z v o l j tsj
pozwolił	p o z v o l j w
pozwoliła	p o z v o l j w a
pozwoliło	p o z v o l j w o
pozwoliłoby	p o z v o l j w o b i2
pozwoliły	p o z v o l j w i2
pozwolono	p o z v o l o n o
pozwolą	p o z v o l oc5
pozwu	p o z v u
pozwy	p o z v i2
pozwólcie	p o z v u l tsj e
pozwólmy	p o z v u l m i2
pozycja	p o z i2 c j a
pozycjach	p o z i2 c j a h
pozycje	p o z i2 c j e
pozycji	p o z i2 c j i
pozycją	p o z i2 c j oc5
pozycję	p o z i2 c j e
pozyskanie	p o z i2 s k a n i e
pozyskać	p o z i2 s k a tsj
pozyskał	p o z i2 s k a w
pozyskiwano	p o z i2 s k i v a n o
pozyskiwać	p o z i2 s k i v a tsj
pozytywkę	p o z i2 t i2 v k e
pozytywna	p o z i2 t i2 v n a
pozytywnego	p o z i2 t i2 v n e g o
pozytywnie	p o z i2 t i2 v n i e
pozytywny	p o z i2 t i2 v n i2
pozytywnych	p o z i2 t i2 v n i2 h
pozytywną	p o z i2 t i2 v n oc5
pozywać	p o z i2 v a tsj
poćwiczyć	p o tsj v i tS i2 tsj
połacie	p o w a tsj e
połapać	p o w a p a tsj
połogu	p o w o g u
połonin	p o w o n i n
połoninach	p o w o n i n a h
połoninie	p o w o n i n i e
połowa	p o w o v a
połowicznie	p o w o v i tS n i e
połowie	p o w o v i e
połowieckie	p o w o v i e c k i e
połowu	p o w o v u
połowy	p o w o v i2
połową	p o w o v oc5
połowę	p o w o v e
położenia	p o w o Z e n i a
położenie	p o w o Z e n i e
położeniu	p o w o Z e n i u
położniczych	p o w o Z n i tS i2 h
położnych	p o w o Z n i2 h
położone	p o w o Z o n e
położonego	p o w o Z o n e g o
położony	p o w o Z o n i2
położonych	p o w o Z o n i2 h
położonym	p o w o Z o n i2 m
położoną	p o w o Z o n oc5
położyć	p o w o Z i2 tsj
południa	p o w u d n i a
południe	p o w u d n i e
południem	p o w u d n i e m
południowa	p o w u d n i o v a
południowego	p o w u d n i o v e g o
południowej	p o w u d n i o v e j
południowi	p o w u d n i o v i
południowo-wschodniej	p o w u d n i o v o v s h o d n i e j
południowoczeski	p o w u d n i o v o tS e s k i
południowoczeskim	p o w u d n i o v o tS e s k i m
południowy	p o w u d n i o v i2
południowych	p o w u d n i o v i2 h
południowym	p o w u d n i o v i2 m
południową	p o w u d n i o v oc5
południu	p o w u d n i u
połykając	p o w i2 k a j oc5 c
połyskująca	p o w i2 s k u j oc5 c a
połączenia	p o w oc5 tS e n i a
połączenie	p o w oc5 tS e n i e
połączeniu	p o w oc5 tS e n i u
połączeń	p o w oc5 tS e n~
połączona	p o w oc5 tS o n a
połączone	p o w oc5 tS o n e
połączonych	p o w oc5 tS o n i2 h
pościel	p o sj tsj e l
pościelą	p o sj tsj e l oc5
pościgu	p o sj tsj i g u
pościgów	p o sj tsj i g u v
poślednie	p o sj l e d n i e
poślizg	p o sj l j z g
poślizgiem	p o sj l j z g i e m
poślizgnąłem	p o sj l j z g n oc5 w e m
pośliznął	p o sj l j z n oc5 w
pośliznęła	p o sj l j z n eo5 w a
poślubić	p o sj l u b i tsj
pośpiechu	p o sj p i e h u
pośredniaka	p o sj r e d n i a k a
pośredniaku	p o sj r e d n i a k u
pośrednictwa	p o sj r e d n i c t f a
pośrednictwem	p o sj r e d n i c t f e m
pośrednicy	p o sj r e d n i c i2
pośredniczące	p o sj r e d n i tS oc5 c e
pośrednik	p o sj r e d n i k
pośrednika	p o sj r e d n i k a
pośrednikiem	p o sj r e d n i k i e m
pośredników	p o sj r e d n i k u v
pośrednio	p o sj r e d n i o
pośrodku	p o sj r o t k u
poświadczanie	p o sj v i a d tS a n i e
poświadczenie	p o sj v i a d tS e n i e
poświąteczny	p o sj v i oc5 t e tS n i2
poświęcamy	p o sj v i eo5 c a m i2
poświęcenia	p o sj v i eo5 c e n i a
